0,0,0,0.5,1.45,1.5,0,0.25,0.25,0,0,0.5,0.3,0,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
7.0130857143,21.5692,21.176,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.7317073171,0.69375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742,0.742,0,0,0,0,0,0,0,0,0,0
7.3030857143,21.8592,20.744,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.7317073171,0.69375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
7.3030857143,21.8592,20.744,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.7317073171,0.69375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.174,1.174,0,0,0,0,0,0,0,0,0,0
7.3030857143,21.8592,20.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,0.5,0.5,0,0.25,0.25,0.1666666667,0,0.5,0.425,0.3333333333,0,0,0,1.174,1.174,0,0,0,0,0,0,0,0,0,0
17.5754,57.4954,57.07,0,0.95,1,0.5,0.25,0.25,0.3333333333,0.5,0,0.55,0.6666666667,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.838,2.838,0,0,0,0,0,0,0,0,0,0
17.5754,57.4954,57.07,0,0.95,1,0.5,0.25,0.25,0.3333333333,0.5,0,0.55,0.6666666667,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.838,2.838,0,0,0,0,0,0,0,0,0,0
16.0794,55.9994,55.574,0,0.95,1,0.5,0.25,0.25,0.3333333333,0.5,0,0.55,0.6666666667,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.334,4.334,0,0,0,0,0,0,0,0,0,0
16.0794,55.9994,55.574,0,0.95,1,0.5,0.25,0.25,0.3333333333,0.5,0,0.55,0.6666666667,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.334,4.334,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2015428571,15.4812,15.449,0,0.45,1,1,0,0,0,0,0,0,0,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833,0.9845,0,0,1,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8485,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.853,4.853,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.174,1.174,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.1666666667,0,0,0.125,0.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7182285714,15.526,16.609,0.5,1.45,1,0,0.5,0.5,0.5,0,0.5,0.975,1,0,0.13125,0.5208333333,0.537,0.537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7182285714,15.526,16.609,0.5,1.45,1,0,0.5,0.5,0.5,0,0.5,0.975,1,0,0.13125,0.5208333333,0.537,0.537,0,0,0,0,0,0,0,0,0,0
1.62,1.62,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0.537,0,0,0,0,0,0,0,0,0,0
1.259,1.259,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0.898,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.361,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0.361,0,0,0,0,0,0,0,0,0,0
0.361,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0.361,0,0,0,0,0,0,0,0,0,0
0.361,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.079,1.079,1.079,0,0,0,0,0.20625,0.2083333333,0.2,0,0,0,0,0.2682926829,0.175,0.1666666667,21.3690344828,26.7185,0.7142857143,0.8,1,1,1,1,1,1,1,1.1
1.079,1.079,1.079,0,0,0,0,0.20625,0.2083333333,0.2,0,0,0,0,0.2682926829,0.175,0.1666666667,21.3690344828,26.7185,0.7142857143,0.8,1,1,1,1,1,1,1,1.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.079,1.079,1.079,0,0,0,0,0.20625,0.2083333333,0.2,0,0,0,0,0.2682926829,0.175,0.1666666667,21.3690344828,26.7185,0.7142857143,0.8,1,1,1,1,1,1,1,1.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.079,1.079,1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8170344828,16.1665,0.7142857143,0.8,0,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7380344828,15.0875,0.7142857143,0.8,0,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7380344828,15.0875,0.7142857143,0.8,0,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.95,1,0,0,0,0,0,0,0,0,0.7317073171,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2900344828,25.6395,0.7142857143,0.8,1,1,1,1,1,1,0,0.1
0.7580857143,15.3142,14.199,0,0.95,1,0,0,0,0,0,0,0,0,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.20625,0.2083333333,0.2,0,0,0,0,0,0,0,28.0090344828,33.3585,0.7142857143,0.8,0,1,1,1,0,1,1,1.1
0.7580857143,15.3142,14.199,0,0.95,1,0,0,0,0,0,0,0,0,0.4634146341,0.65,0.6666666667,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0.20625,0.2083333333,0.2,0,0,0,0,0.2682926829,0.175,0.1666666667,10.552,10.552,0,0,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.20625,0.2083333333,0.2,0,0,0,0,0.2682926829,0.175,0.1666666667,10.552,10.552,0,0,1,1,1,1,1,1,1,1
3.6240857143,18.1802,17.065,0,0.95,1,0,0,0,0,0,0,0,0,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
10.8077714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5009655172,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,1.45,1,0,0.5,0.5,0.5,0,0.5,0.975,1,0,0.13125,0.5208333333,0,0,0.7142857143,0.8,1,1,0,0,1,1,0,0.1
38.0561428571,15.3892,14.199,0.875,0,0,0,0,0,0,0,0.5,0,0,0.7317073171,0.69375,0.3125,89.325,89.325,1,1,2,1.625,2,2,2.5,2.375,2,2
20.7580857143,15.3642,14.199,0,0.3375,0.375,0,0.03125,0.0416666667,0,0,0.125,0.05,0,0.6097560976,0.875,0.5208333333,34.9551034483,51.0035,0.1428571429,0.4,0,0.75,1,1,1,1.25,1,1.3
0,0,0,1,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,55.245137931,0,0.8571428571,0,2,0,0,0,0,0,1,0
0,0,0,2,0,0,0,0,0,0,0,1,0,0,0.6097560976,0,0,0,0,0,0,0,0,2,0,3,0,0,0
0,0.05,0,0,0.05,0,0,0,0.0416666667,0,0,0,0.05,0,0,0.05,0,0,76.643,0,1.2,0,1.75,0,2,0,2.25,0,1.4
0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2900344828,25.6395,0.7142857143,0.8,1,1,1,1,1,1,0,0.1
0.7580857143,15.3142,14.199,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0.5208333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7875,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,1,1,0,0,0.95,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.9766,6.444,0,0.95,1,1,0.5875,0.5833333333,0.6,0,0,0.95,1,0.1951219512,0.475,0.5,0,0,1,1,0.5,0.625,0,0,0,0.375,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.9766,6.444,0,0.95,1,1,0.5875,0.5833333333,0.6,0,0,0.95,1,0.1951219512,0.475,0.5,0,0,1,1,0.5,0.625,0,0,0,0.375,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3745428571,4.6776,5.178,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6690344828,41.0185,1.7142857143,1.8,1,1.625,2,2,1.5,2.375,2,2.1
7.3745428571,4.6776,5.178,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6690344828,41.0185,1.7142857143,1.8,1,1.625,2,2,1.5,2.375,2,2.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0
0,0,0,0,0.1625,0.625,0,0,0,0,0,0,0,0,0.7317073171,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,0.3375,0.375,0.5,0.25,0.25,0.1666666667,0,0.5,0.425,0.3333333333,0,0.69375,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31.892,34.78,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3.0982285714,13.906,16.072,0.5,1.45,1,0,0.5,0.5,0.5,0,0.5,0.975,1,0,0.13125,0.5208333333,0,0,0,0,0,0,0,0,0,0,0,0
3.0982285714,13.906,16.072,0.5,1.45,1,0,0.5,0.5,0.5,0,0.5,0.975,1,0,0.13125,0.5208333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,0.5,1,0.5,0.25,0.25,0.1666666667,0.5,0.5,0.425,0.3333333333,0.7317073171,0.69375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0
11.9363142857,37.3002,37.99,0,0,0,0.5,0.25,0.25,0.5,0.5,0,0.675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2764571429,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28.7780689655,39.477,1.4285714286,1.6,1,1,1,1,1,1,0,0.2
10,0,0,1,0,0,0,0.015625,0,0,0,0.5,0,0,0.3048780488,0,0,27.6225689655,0,0.4285714286,0,1,0,1,0,1.5,0,0.5,0
0,0.05,0,0,0.05,0,0,0,0.0416666667,0,0,0,0.05,0,0,0.05,0,0,76.643,0,1.2,0,1.75,0,2,0,2.25,0,1.4
0,0.05,0,0,0.05,0,0,0,0.0416666667,0,0,0,0.05,0,0,0.05,0,0,76.643,0,1.2,0,1.75,0,2,0,2.25,0,1.4
0,6.9766,6.444,0,0.95,1,1,0.5875,0.5833333333,0.6,0,0,0.95,1,0.1951219512,0.475,0.5,0,0,1,1,0.5,0.625,0,0,0,0.375,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3745428571,4.6776,5.178,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6690344828,41.0185,1.7142857143,1.8,1.5,1.625,2,2,2,2.375,2,2.1
0.7580857143,15.3142,14.199,0,0.95,1,0,0.20625,0.2083333333,0.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0,31.892,34.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,1,1,0,1,1,0,1,1,1,0,0,0.95,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0.5,1.45,1.5,0,0.25,0.25,0,0,0.5,0.3,0,0.7317073171,0.825,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
